Year,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
199610,0.3134,1.5227,1.1001,-1.3399,-2.9965,-0.8463,1.4599,-0.3345,0.2995,-3.7418,1.4237,-0.4668,-0.1935,-3.3772,-4.8761,2.0259,2.1364,1.5278,-0.8591,-0.8249,3.5025,1.5293,3.2952,1.2493,5.1758
199611,1.5434,3.5658,4.2316,3.4693,2.3139,3.1288,4.517,3.4568,3.2769,3.4873,3.0394,5.8251,5.9449,7.2956,4.4347,5.2907,4.8888,5.7188,6.7606,6.6693,6.3761,5.4211,7.2149,10.2636,10.8524
199612,1.4278,1.47,1.4021,1.743,0.9526,2.9074,3.2992,2.7543,3.4088,2.1641,1.5306,2.0865,0.6719,-1.1005,1.2015,-0.8192,-0.1324,-0.2673,0.5079,-0.2172,-0.6423,-1.0408,-3.0193,-1.1547,-3.7873
199701,4.7507,3.5386,4.1335,4.4078,5.8703,1.601,2.0288,2.0745,0.6016,4.8342,2.6596,2.2408,0.089,2.4891,3.2686,3.3762,1.6299,3.7525,2.4112,5.3128,3.4814,5.4841,5.9407,8.1075,12.1587
199702,0.0836,1.2468,-0.5459,-1.6135,-4.3201,-2.0541,0.3403,0.924,-2.2792,-4.9327,-0.4253,-0.1918,0.0094,-0.0017,-4.4071,0.3216,-0.0157,1.0867,-0.1779,-1.201,-0.1798,1.3021,2.0525,1.2594,-3.8814
199703,-2.4886,-1.815,-3.7153,-3.0382,-6.2648,-3.9216,-1.6571,-2.0245,-2.3197,-8.8037,-2.4521,-3.3792,-1.988,-4.2293,-7.4342,-3.1113,-1.589,-4.0342,-4.8551,-7.532,-0.9223,-5.0903,-3.6964,-5.9915,-7.1405
199704,-1.5965,-1.9672,-3.8677,-3.1625,-4.9025,1.4241,0.6974,0.1827,-1.2436,-1.8072,2.5726,2.2451,2.2281,1.5493,2.248,1.6585,1.855,2.9599,0.6713,4.1534,3.402,6.1063,6.4758,7.9044,7.0749
199705,7.5036,6.8178,9.3985,9.8441,11.866,10.6511,8.0816,10.6966,11.8513,15.4817,8.1216,8.6492,8.6571,7.4935,14.2935,5.0718,7.6566,7.7863,8.6663,8.2838,5.9386,5.703,5.8342,6.5613,7.2695
199706,6.1426,4.9298,7.166,7.0207,5.7837,4.1628,5.5851,4.9902,4.8234,4.9774,3.9918,4.3298,2.7115,6.85,3.7147,3.128,4.5083,3.5192,2.5219,2.8891,4.067,4.1313,5.9641,3.7197,2.794
199707,5.181,4.5024,6.3934,5.8575,5.8921,3.5779,4.3032,3.1419,6.202,6.8262,5.225,5.1481,4.05,7.7026,6.7083,7.0275,8.442,7.2068,8.0207,5.4101,9.1564,6.0009,8.1764,8.0103,13.0442
199708,3.346,3.9758,3.7631,3.8997,6.1268,2.5629,3.6009,2.5557,1.8963,3.8208,2.2803,4.1934,0.1346,0.7711,1.5424,0.6388,-0.1732,0.1902,-0.6274,0.8302,-3.5563,-6.6085,-6.0247,-5.0377,-5.4136
199709,8.041,8.514,6.5907,10.0101,10.6893,6.2649,6.3962,7.3616,6.9003,9.1823,5.929,7.5778,7.2143,6.0599,6.7992,2.8556,5.1243,4.8907,6.0773,8.8775,5.0803,4.6287,5.6287,5.8552,6.4533
199710,-0.2112,-0.5881,-1.9194,-2.1037,-5.2199,-2.7622,-1.2899,-1.8934,-2.174,-6.2611,-2.6956,-3.3667,-3.8546,-3.189,-5.7731,-3.6403,-4.2874,-4.3166,-3.9651,-8.2219,-3.2407,-2.1566,-3.3539,-2.7112,-4.5741
199711,-0.3091,0.8072,-1.4432,-0.6222,-3.6374,-0.3815,0.1382,-0.6443,-0.7351,-2.8216,1.2048,-0.1415,-1.5186,-1.3343,-0.876,1.2542,0.4997,3.1685,2.0573,2.2999,2.8915,5.865,6.2658,4.4707,2.2978
199712,-0.2794,2.7637,0.6121,0.3354,-4.4114,2.3095,3.3825,2.9866,2.3529,-2.5921,2.7478,3.2441,1.8796,2.7588,0.1055,4.5627,3.0478,0.4696,1.688,-1.3638,0.568,2.1246,2.2687,2.1556,2.1049
199801,-0.1032,-1.8145,-1.1175,-0.5036,-0.2832,-1.7555,-2.5258,-2.7387,-0.8766,0.2141,-0.57,-3.0766,-1.2999,-3.4661,0.1226,-1.0122,-1.0143,-0.6059,-1.9374,-1.2105,-1.4806,1.1782,0.7194,3.6946,-0.8644
199802,5.5298,4.7386,4.6695,5.7024,7.1843,6.819,6.9106,7.4237,7.2122,9.4203,6.7762,6.0335,8.0391,8.6921,9.8163,5.5117,6.2443,7.969,9.055,8.4658,6.9591,7.3678,6.3691,6.9322,9.4102
199803,4.4491,4.0368,4.0279,6.3905,5.0333,3.9396,4.8359,4.2246,5.0756,3.9795,4.6145,4.2763,3.5828,4.137,4.4811,6.3159,3.431,5.3948,4.4629,3.2155,6.9141,5.1774,5.792,4.5912,2.986
199804,3.2318,2.5545,1.7516,1.879,2.8628,1.0321,0.3451,2.1552,2.2516,0.8877,-1.4236,-0.2634,0.4486,0.1021,0.7075,-2.066,0.3429,-0.3443,0.9495,2.4161,2.5107,1.0302,0.0494,0.6686,4.1
199805,-2.9233,-3.2356,-3.4059,-3.6708,-5.028,-3.4064,-2.8401,-4.2366,-4.9167,-6.9193,-4.3797,-4.3215,-3.9656,-5.1499,-7.0654,-3.108,-3.9933,-2.9061,-3.3134,-5.083,0.463,-1.41,-1.5042,-1.8464,-3.7207
199806,-1.423,-2.0042,-0.2272,-1.077,-0.8646,-0.1245,-0.1097,-2.3489,-1.2701,0.7308,0.3552,-0.6319,-1.1099,-0.1719,0.4212,1.8714,-2.002,-0.2642,-1.3361,0.9978,4.074,5.5813,3.637,3.7083,6.6238
199807,-4.7106,-6.1445,-5.6896,-6.0932,-7.9229,-8.6778,-7.3654,-7.3648,-6.3945,-9.4397,-5.0852,-7.097,-10.2849,-7.9931,-9.0991,-3.9307,-6.1708,-4.4774,-6.3311,-7.2453,-2.9683,-1.1843,-1.6561,0.6245,2.6087
199808,-16.0613,-16.9108,-19.9322,-21.5525,-25.0501,-16.129,-13.9443,-16.2819,-19.4,-23.4563,-13.4686,-18.5033,-17.723,-19.6378,-23.3105,-9.8635,-16.3318,-17.7151,-20.7693,-22.696,-11.4008,-10.231,-13.9135,-18.2481,-22.508
199809,1.1704,0.4693,1.2728,4.0871,7.1173,6.6631,7.3361,2.8791,7.7952,8.1852,5.1203,6.6036,7.9487,4.7997,8.843,6.9832,4.331,4.5929,8.0315,10.1118,4.3319,7.3367,6.3794,8.1253,4.5931
199810,0.9588,2.4817,0.7839,3.1266,2.9739,4.2349,1.7064,2.7994,2.3869,7.6868,5.9521,2.6984,5.0964,3.9607,6.4103,2.6694,6.0947,9.0848,7.7938,10.9987,7.1157,6.8839,7.968,8.7285,12.1214
199811,4.6277,6.8589,6.8547,8.1054,11.1994,3.8903,3.509,5.7105,4.8776,7.7015,4.3403,3.8086,5.2171,4.0968,7.257,3.0974,5.4389,4.7377,2.1552,5.018,3.8914,7.0598,5.8166,7.2151,9.4543
199812,2.2691,-1.5907,2.6331,1.3624,3.8438,5.0263,4.2857,3.1411,3.1811,7.0987,4.7083,5.3244,4.5868,4.0732,10.5136,4.8408,3.7117,5.0946,4.5182,11.0441,3.4935,4.7263,5.8453,6.5124,15.9866
199901,2.7874,2.2029,2.5477,3.4404,7.8128,-0.483,-3.318,-2.5518,-2.29,4.153,-2.5556,-5.2229,-2.4932,-3.941,6.6602,-5.7796,-3.4575,-3.2467,-0.3812,5.3139,-2.8983,4.4038,1.4588,5.3394,15.3076
199902,-3.0314,-5.9347,-6.3846,-6.2786,-7.6263,-8.345,-5.5346,-8.6128,-7.747,-10.9876,-5.6063,-6.6691,-6.1249,-5.705,-10.7423,-2.9695,-1.7807,-3.2686,-3.7867,-6.8839,-0.0444,-4.0413,-2.0522,-3.1745,-6.789
199903,-3.8033,-4.7959,-2.2217,-5.0854,-3.041,-2.3551,-0.7356,-1.7209,-2.7138,1.4365,-1.0463,0.4123,0.1496,0.818,4.1186,0.143,-0.3663,0.8003,4.8663,6.7017,1.8755,3.5514,2.592,3.1706,9.7068
199904,8.7989,9.8652,7.1678,8.9385,10.58,7.4459,6.2873,6.0674,11.2354,8.9847,7.1588,6.4205,10.7885,8.7871,7.8764,7.7932,10.3128,9.5267,11.8563,6.9653,3.7299,5.212,2.1778,1.5516,2.8793
199905,2.7553,2.1363,5.529,2.1955,4.4057,2.873,4.7353,2.6772,4.4895,3.5041,3.4687,2.7836,1.2543,1.6562,0.1588,0.2704,2.5389,0.4985,0.9606,3.2602,-2.5339,-1.5984,-1.0379,-4.0636,-3.2328
199906,4.6159,4.1858,4.3334,5.2496,10.163,1.9386,6.2782,6.0891,6.3106,10.0871,2.2105,3.3351,4.1404,3.8488,5.9427,3.6137,5.8909,4.1445,6.6464,7.6473,1.5503,4.2016,5.0945,5.8308,9.5015
199907,1.2705,1.8792,0.8208,2.1585,1.8739,-0.9359,-1.64,-1.7612,-3.4538,-1.6531,-0.0704,-0.8648,-2.1524,-2.5854,-2.4392,0.6912,-2.3709,-1.2727,-2.3189,-1.821,-2.6032,-2.1359,-2.1982,-5.1555,-5.3077
199908,-1.5914,-2.3966,-2.0959,-2.3871,-2.5629,-3.3901,-2.6127,-4.5207,-4.5796,-2.9112,-1.4187,-4.0097,-6.4847,-4.361,-1.5267,-0.3347,-2.8514,-5.0562,-4.5523,-1.6029,0.3454,0.0036,-0.3502,-1.5542,-1.1109
199909,-1.8524,-3.0424,-1.3843,-2.8046,-0.352,-0.4632,-2.2493,-1.9616,-2.937,1.3948,-0.6591,-0.3337,1.9224,0.2356,0.2267,-3.2828,-4.026,-3.4976,-2.1506,1.0748,-5.177,-0.9767,-4.0977,-2.9329,-2.1058
199910,0.58,-2.5438,-2,-2.3173,0.195,-0.8434,-1.8663,0.5822,-3.9205,0.6385,1.2891,-0.8248,-1.8736,-1.5827,1.0356,0.9508,1.4932,2.5109,3.9163,9.2655,5.5989,6.1442,6.0164,7.8842,9.8833
199911,4.8971,4.1837,5.4933,10.2534,18.7113,3.1237,1.107,2.9395,6.5651,12.4074,-2.2824,6.1128,3.9537,3.4031,10.8984,-3.2058,2.3821,2.9237,2.6694,9.7495,0.2113,-1.3877,2.5211,7.5099,6.3947
199912,3.3639,4.317,10.0562,20.8953,23.1829,3.175,3.8999,7.2454,6.0672,15.5542,0.061,3.8117,6.3758,5.5171,18.0257,1.0487,5.9809,4.4824,5.1436,23.6379,-5.8851,6.61,5.047,15.9548,8.6575
200001,3.7606,4.1757,7.9331,-1.4062,8.4975,-2.3426,-2.8839,-6.3938,-1.525,4.2109,-0.4281,-3.4277,-6.3635,-5.4715,-2.1798,0.2699,-6.398,-4.5872,-6.3449,-3.5946,-0.9426,-6.7709,-2.5138,-5.7605,-6.9971
200002,12.145,15.7518,27.0462,20.4968,40.0358,11.7381,8.0856,7.3172,16.3332,26.0072,0.7846,5.2821,6.693,11.6961,23.4862,-1.5719,-2.0284,3.533,3.8479,28.719,-10.7101,-7.3408,-4.1882,6.2432,10.8831
200003,-4.1291,-7.2867,-15.2771,-4.0073,-11.8333,-3.999,-0.9819,-0.7721,-6.0394,-10.5637,8.8944,-0.1264,0.9982,-5.858,-8.83,16.0723,11.6615,11.4524,11.3826,-1.9717,8.6186,10.8049,13.462,11.1765,4.5129
200004,-9.2948,-8.5893,-8.9451,-14.0799,-18.8103,-0.7575,-2.841,-6.4225,-0.183,-10.0513,-2.4459,-4.9091,2.5952,1.7458,-5.9232,1.8829,-2.6178,-0.9389,-0.8602,-8.3902,4.64,-5.2724,-2.2459,-5.4671,-4.4643
200005,-4.031,-5.4708,-4.9872,-8.1266,-13.4465,-3.6437,-0.227,-1.7307,-6.8273,-11.1525,4.4229,0.725,-4.8749,0.2296,-9.3901,2.8785,0.3354,-2.5389,-1.141,-8.1909,6.8188,0.0734,-2.3164,-6.8496,-7.2794
200006,8.5328,8.587,16.9018,17.9551,30.4833,3.949,4.7919,5.7644,11.3602,12.6639,-1.4347,4.4805,6.2198,5.7311,8.7628,-0.7961,-1.697,0.9135,-0.583,11.2098,0.1928,2.4997,1.7157,2.0191,6.0856
200007,-0.4522,0.9125,0.5429,-0.8196,-3.6286,-1.2803,0.3407,1.9815,2.1953,-7.0689,-3.0637,-0.2733,0.195,-0.3805,-4.6082,-0.0809,-2.4231,1.7951,1.3713,-8.3642,-4.451,-1.478,-0.9551,1.1256,-2.1889
200008,5.89,5.9929,4.6058,6.4893,8.7697,4.6384,6.7251,9.5813,6.8553,7.9015,8.5625,8.2493,5.4333,9.7779,10.8523,14.1369,6.4871,8.9227,8.7007,9.5495,3.4137,5.207,6.5079,8.1938,9.8435
200009,1.15,2.0729,0.3834,-2.3129,-8.9858,1.9068,0.8677,3.3982,-2.0995,-7.3156,2.4993,1.1299,0.736,-1.4562,-8.0255,6.0661,0.3225,1.5331,-7.6158,-11.3187,5.698,6.1211,-8.8048,-4.3164,-13.1331
200010,-6.034,-3.0729,-6.8789,-6.2076,-10.252,-2.6688,1.7772,-1.9338,-2.4749,-8.0747,-5.1002,-2.5709,-0.4607,-0.1543,-3.7727,-2.1517,0.6576,1.8701,2.5542,-2.8008,5.6541,2.6522,0.9687,-2.3534,-8.5769
200011,-5.0066,-4.095,-4.4414,-8.5058,-18.5469,-4.5962,-1.0912,-8.6919,-6.9145,-14.6857,-2.357,-3.4732,-2.8783,-7.737,-16.9119,-0.0226,-2.5233,-3.1321,-5.2192,-16.5141,3.0956,-2.2122,-7.6262,-13.2862,-19.3403
200012,4.1991,3.4564,1.5897,1.226,-7.1042,10.8313,9.0476,10.9622,10.192,2.1142,11.0547,11.0628,9.8736,11.1986,7.8784,11.3455,11.2115,8.6043,9.7265,3.2944,3.0517,4.4566,-4.2904,3.0412,-1.2265
200101,9.148,11.1743,10.5018,14.0884,29.6261,-0.3643,2.9433,8.2695,8.4576,18.3746,-4.2756,1.3301,3.7592,0.9027,11.3248,-7.3764,-0.7715,1.0147,3.7726,13.0191,-7.7541,-3.2646,8.0953,4.8574,12.229
200102,-2.8106,0.9056,-0.6751,-3.6575,-10.7533,0.4191,-2.0867,-4.3132,-3.0019,-8.955,-1.5413,-0.9255,-3.9091,-4.7202,-11.0096,-1.7167,-0.694,-2.2145,-5.8433,-13.5335,0.7456,-1.2408,-8.2497,-11.2625,-22.5448
200103,0.6383,-0.9871,-2.6061,-4.1817,-6.261,0.232,-2.9102,-2.1881,-0.1265,-5.7168,-1.1419,-3.1613,-5.5245,-4.4694,-8.8943,-2.3531,-3.6099,-2.1928,-5.0201,-11.1103,-3.876,-5.0157,-7.1711,-5.0202,-13.0699
200104,5.1159,4.1974,6.1968,6.6593,5.8119,4.5899,5.8062,6.5629,6.3809,11.4898,6.6747,6.9974,4.458,7.6297,11.6206,9.6633,6.3636,6.2404,9.7267,16.0533,3.6999,3.8193,12.0236,7.7995,10.4411
200105,8.6771,10.0216,12.272,15.1342,11.3288,3.1628,2.6233,5.1013,3.529,4.6275,1.1929,4.4193,3.0064,2.7241,1.3294,1.0879,3.0563,5.6025,2.9253,3.0392,2.1765,0.9834,-0.3672,0.2869,0.4706
200106,0.4486,3.5218,2.5002,1.4884,4.9494,6.4075,6.8558,7.6549,8.4562,6.4292,-1.3836,-0.7998,2.2077,1.8252,4.1492,-2.0059,-0.1159,1.4513,-0.8586,0.5294,-5.6407,-3.3391,-0.2043,-2.3933,-0.8198
200107,0.4762,2.1146,2.6606,-1.3843,-5.064,-1.962,-2.2105,-1.9675,-3.951,-8.8235,-1.0024,-1.614,-2.0372,-2.2728,-8.6874,-0.8335,1.8847,2.0399,-1.5598,-5.2889,1.2415,1.5924,3.5272,-2.5606,-6.0039
200108,-0.4816,0.2958,-0.3244,-0.9557,-5.973,-1.3754,-0.9613,-2.3786,-0.1531,-7.0429,-1.2741,-1.5737,-1.8404,-1.7553,-8.5524,-0.3146,-1.4843,-2.6653,-3.8744,-10.3764,-1.5488,-2.9035,-5.7413,-5.7699,-12.8069
200109,-6.9484,-6.2259,-9.6787,-12.9391,-18.0795,-7.6849,-9.0477,-12.3419,-16.6693,-24.2762,-5.4561,-8.2941,-12.0977,-15.6571,-21.7755,-4.7093,-7.2206,-8.1384,-16.9217,-24.8602,-1.2419,-2.4774,-1.9107,-11.3515,-16.0741
200110,3.8045,2.3089,2.8515,6.9912,9.9951,4.2728,2.5055,4.0441,4.8944,12.6231,2.5888,4.0007,2.2002,5.5476,19.0865,-0.9286,-0.4243,2.063,6.3222,14.6285,-0.0256,-1.0821,-3.124,3.6458,8.483
200111,3.2886,3.9244,3.1322,6.2094,10.2136,4.9144,4.6462,8.2666,6.8011,16.1025,2.2416,5.8109,6.8825,11.0243,12.4754,1.6206,6.0311,6.8827,9.4422,16.7132,1.9445,3.5316,4.2992,11.4927,14.0999
200112,3.815,4.3329,4.9572,7.0051,7.9668,4.901,5.5981,6.6338,8.427,9.0796,4.83,5.5582,6.3115,7.2227,6.1592,4.8919,3.8999,5.1312,4.4934,5.2591,0.3518,0.2886,2.2539,1.5174,-0.265
200201,2.3987,1.3427,3.7582,2.8619,2.2098,0.2643,1.4175,1.3755,-0.1646,-2.6046,-1.6546,0.8348,-2.0798,-0.2933,-1.3182,-1.2928,0.3115,0.5184,-0.5687,-2.268,-0.1892,-0.0761,0.2963,-2.0047,-4.1642
200202,1.4681,-0.1837,0.6677,-1.2056,-8.5315,1.2315,1.2757,0.8173,0.1277,-9.5308,2.3063,1.6032,1.6695,0.5962,-8.8249,3.8122,3.2047,1.3378,1.4862,-9.4679,1.9315,1.6482,2.3237,-3.1138,-9.8175
200203,6.5193,7.2462,7.1904,8.309,10.3023,5.6651,8.9279,7.9619,10.0725,11.0931,6.3282,6.1852,7.3396,6.8252,11.0631,6.1822,4.4661,4.6626,6.6106,8.8121,3.3588,2.6492,1.2898,3.6421,6.5855
200204,6.0381,6.3189,6.2377,5.8336,-2.563,6.3962,4.7898,6.0641,2.3742,-3.6352,3.0744,2.3569,1.9385,3.1596,-6.6697,2.3708,1.0095,1.1082,-0.2229,-7.84,-0.8483,-4.9763,-5.0057,-7.0559,-12.1692
200205,-0.6862,0.527,0.877,-0.5414,-3.0457,-2.4218,-3.4358,-2.697,-5.2581,-7.7305,-2.2659,-2.2916,-1.5893,-2.5206,-7.9278,-1.5213,0.3894,0.4731,-1.7488,-4.1335,-1.4796,-0.1037,0.5976,-0.6454,-1.8174
200206,0.8347,1.9208,1.6433,-1.4066,-6.4667,-0.9327,0.9311,-0.5031,-4.4606,-12.6816,-5.5253,-3.1957,-4.3582,-5.7073,-12.7237,-6.1318,-5.8545,-4.8637,-6.8909,-15.9431,-8.5707,-3.5075,-5.4272,-9.6309,-9.3318
200207,-9.5553,-10.9159,-12.6656,-15.1819,-18.202,-12.52,-10.9335,-15.9041,-17.659,-20.6281,-8.7483,-6.8664,-11.3269,-10.8765,-13.6258,-6.85,-5.9019,-7.0663,-12.0852,-16.148,-3.6965,-8.1266,-6.9402,-3.2096,-10.5501
200208,1.3388,1.3353,-2.1185,-3.2015,-2.6918,2.4056,0.6944,-1.607,-0.2958,-1.1935,1.9073,1.633,3.5529,2.2978,-0.907,2.1158,2.0866,0.0845,0.9666,-1.8763,2.1552,-0.9439,2.1506,-0.6425,0.9407
200209,-2.7268,-4.0269,-6.9653,-9.2215,-12.7757,-2.8273,-5.2079,-6.1575,-8.2161,-11.9744,-4.3101,-5.2157,-6.5199,-8.5497,-13.5508,-6.5488,-8.504,-7.8707,-9.9833,-15.925,-7.5414,-10.5982,-8.9736,-12.7594,-12.8409
200210,1.4332,1.3174,1.2185,1.4222,6.0128,1.1169,1.3372,1.7187,4.1413,10.7195,2.3104,1.1742,1.7051,-1.8429,14.8421,1.8311,2.7713,3.2224,3.0602,15.8291,3.7096,8.6184,6.594,7.3822,16.5082
200211,3.3033,4.667,6.4325,10.2523,22.2771,1.6273,3.4257,5.7646,9.2475,22.2149,0.7071,0.7304,5.441,8.1974,18.9491,2.0151,1.9826,5.7392,8.6347,23.0768,0.9537,3.029,1.1469,7.4721,12.4501
200212,-0.0733,-0.6966,-0.8012,-3.8765,-10.9941,-0.2351,-2.4739,-3.5318,-5.0213,-14.2342,0.8691,-0.7349,-2.1795,-6.0263,-11.6332,0.9943,-1.0429,-2.5114,-5.7508,-13.5767,-0.7925,-3.1615,-3.5796,-7.0438,-12.4906
200301,0.4694,0.3373,-2.0955,-3.1927,0.4646,-2.547,-1.308,-3.9409,-3.8065,-4.2587,-2.8883,-2.8566,-2.726,-5.3892,-1.85,-2.691,-1.7358,-0.4425,-3.3393,-1.6345,-2.8441,-1.6944,-4.3136,-2.1726,-3.187
200302,-0.9653,-1.9631,-2.0444,-4.2258,-5.113,-2.4929,-0.723,-2.1104,-4.2198,-3.0887,-0.7947,-3.0787,-3.5601,-4.3722,-2.7908,-1.7146,-2.3737,-1.1581,-2.9296,-1.998,-2.8882,-2.8272,-2.8499,-0.3662,0.3556
200303,0.2019,0.903,1.08,-0.5878,2.4018,0.7046,1.3977,1.7246,1.4885,1.3032,1.5744,2.0898,0.6921,0.0862,1.6065,2.0648,1.9538,-0.1367,0.0938,-1.1994,1.4772,1.4366,2.1797,1.4559,-0.415
200304,4.9574,6.5909,8.2436,11.5266,13.8288,6.9508,7.5695,9.5984,10.0999,12.9426,5.9541,8.4975,10.106,9.561,12.9849,4.6816,5.0967,6.9121,10.7127,12.6198,4.549,6.2009,7.328,10.3924,12.0007
200305,6.4677,6.4988,7.1328,14.1235,21.2015,7.0803,5.693,8.0837,12.5104,18.224,7.9913,5.959,7.1161,7.521,12.4883,5.9644,7.5165,8.0299,9.6903,14.5135,4.9976,4,3.0653,4.1879,8.1901
200306,2.7854,2.9159,5.3454,7.487,6.4762,2.4898,1.3573,-0.0245,2.312,1.1156,1.1866,1.2901,0.8085,1.0513,3.1057,1.2271,0.1905,1.1469,1.0487,2.6283,0.7181,1.6544,1.4144,0.7641,1.5821
200307,6.5509,4.9231,4.0874,7.4618,11.7022,3.854,6.5038,5.157,6.763,10.1326,0.8557,3.6364,3.7787,5.9669,6.6403,1.5739,1.7496,4.9791,3.9716,4.9122,-2.5905,0.4029,2.4316,3.5927,5.5612
200308,2.4342,2.3921,4.836,5.5377,7.0407,3.179,2.1534,4.5682,4.6757,6.8702,2.9388,2.501,4.2112,5.5809,8.6964,1.2011,2.49,4.3294,5.1334,8.7735,-1.0506,3.7957,0.0321,3.0365,4.3125
200309,0.7293,-0.7262,1.6881,0.0273,4.3517,-1.7737,-1.3657,-1.3988,-3.4044,-4.3405,-1.2311,-0.3102,-2.2073,-2.0771,-3.2304,1.5228,0.4111,-2.2901,-1.4133,-3.8227,1.0546,-2.0019,-1.7576,-1.4598,-1.7358
200310,5.2026,8.1067,8.8562,8.1025,11.642,5.6725,7.8859,7.4076,8.7816,10.7446,5.9339,5.7395,7.894,9.6351,11.0381,6.2014,6.3889,9.1799,8.3239,9.978,3.6706,4.3672,3.7945,5.3405,10.1449
200311,5.0674,4.4288,4.5042,4.304,4.3978,4.5803,3.804,2.1656,2.8697,3.6776,3.8629,4.3117,3.8871,1.0193,3.2748,2.8131,3.0787,3.2095,3.0213,2.376,2.1047,2.6314,-1.336,-0.3719,1.7691
200312,2.9329,4.6866,3.9989,3.9002,0.8061,3.4803,3.5927,4.309,5.4221,-1.3307,2.5951,1.9375,4.889,3.1805,1.5207,3.6993,3.8861,2.3088,3.1617,1.5748,5.5027,5.6725,5.8729,4.7899,3.3218
200401,3.3171,3.5041,4.9183,6.6648,10.1032,1.5144,1.9871,3.1641,2.4459,8.0208,1.1881,0.9811,2.0092,3.0136,6.1548,3.1297,1.9561,0.4342,2.4071,3.5295,0.8925,0.9153,2.7813,0.8861,2.4373
200402,1.8243,2.8326,2.7144,0.8676,-2.1095,2.0021,3.2626,0.7356,1.5408,-1.0149,3.3509,2.4712,3.028,3.5283,-1.3382,3.7885,3.8703,2.1468,3.1128,-0.3132,2.0656,2.8243,2.1109,-0.2115,0.3276
200403,0.4106,1.1171,0.3883,0.811,-2.2243,1.6994,1.5726,1.21,2.6466,-0.5911,1.3024,1.962,0.9723,1.9238,-0.9253,1.1262,0.4193,0.4722,-0.4312,-2.0256,-2.3233,-0.8193,-1.5104,-2.1745,-1.2042
200404,-4.186,-3.3319,-2.4718,-1.8335,-7.1068,-3.1202,-1.514,-1.7657,-3.1259,-8.8703,-2.3589,-1.3371,-2.5658,-2.5401,-7.5309,-1.8154,-0.148,-1.5558,-3.8784,-6.8284,1.6326,0.0173,-0.7783,-1.2722,-5.512
200405,-0.2763,-0.1308,0.8247,1.0619,-0.9501,0.7111,1.495,0.3027,0.7903,3.1875,0.6333,0.9543,2.2902,-0.0705,4.7198,-0.287,3.3155,1.3879,2.1529,3.4195,0.0883,1.0766,0.0747,1.0129,3.7471
200406,2.6665,5.3054,4.5724,4.7226,2.9171,5.2202,5.6399,7.3232,7.5085,3.0723,3.5318,3.8987,4.9648,4.9557,-0.2107,1.2524,3.2418,1.84,3.8552,1.6365,1.3184,1.5499,0.7615,3.4297,1.5021
200407,-2.4947,-3.063,-5.2342,-7.0903,-13.7184,-1.3913,-3.9279,-3.6699,-7.0012,-12.3557,-1.7919,-2.2613,-3.9316,-5.0492,-12.4032,-1.6517,-3.5272,-5.0173,-4.4731,-9.2349,-3.1986,-2.0436,0.6724,-2.9943,-9.582
200408,0.1122,0.9868,-0.883,-1.5859,-2.7767,1.6665,0.0893,-0.6015,-1.7242,-4.0572,1.3904,1.192,-1.1427,-1.4997,-3.5643,0.9445,1.5043,1.0787,-1.0405,-3.8141,2.5833,0.8177,0.897,0.382,-4.1937
200409,2.8434,4.0777,3.2915,5.3265,5.007,5.1378,4.4995,5.1357,7.0257,6.2959,2.94,4.5716,4.0937,3.453,3.7232,1.0587,2.9305,2.8466,4.5992,4.6909,-1.6302,1.8956,1.4423,1.2796,2.7188
200410,1.2102,3.2843,2.6857,0.4377,0.7578,1.6474,0.9697,1.7444,0.379,4.5564,0.3751,2.5357,1.7491,2.2274,3.2841,0.6121,1.6771,0.922,0.4124,5.6178,0.2717,0.2821,-0.1539,1.9766,5.3394
200411,7.4442,8.5744,9.4253,8.8479,9.856,8.0572,9.3577,9.8038,9.8005,8.2295,7.4555,5.9491,6.7797,7.1842,7.0338,5.9606,5.6334,7.1064,5.3966,8.2842,3.5926,2.9417,3.9442,4.5075,5.0742
200412,2.3714,3.1453,4.4274,5.3437,6.5008,1.0279,1.6128,3.1309,3.521,4.9175,2.053,1.9961,3.9833,3.6545,5.4706,3.6368,3.43,3.5573,4.717,5.5093,3.2997,2.6081,3.3276,3.6361,4.5182
200501,-2.1378,-1.2391,-1.494,-2.9565,-6.5842,-1.6787,-2.1182,-2.5644,-2.931,-6.7503,-1.2542,-2.0798,-0.3589,-1.4822,-8.3799,-1.9611,-1.6009,-0.5996,-2.48,-5.3729,-2.1261,-0.1305,-2.2736,-2.2533,-6.138
200502,0.5426,0.7348,1.6819,1.5507,-1.0441,2.4381,2.549,4.1836,3.3526,1.8157,1.2867,3.0228,3.0557,3.5085,0.5362,2.6935,2.0237,3.9541,3.8078,2.5981,2.4733,5.7866,1.0465,-0.784,-0.0956
